event_idx,ts_ns,best_bid,best_ask,bid_size,ask_size,mid,microprice,spread,imb1,imb5,imb10
122,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
123,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
124,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
125,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
126,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
127,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
128,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
129,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
130,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
131,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
132,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
133,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
134,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
135,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
136,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
137,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
138,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
139,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
140,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
141,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
142,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
143,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
144,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
145,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
146,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
147,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
148,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
149,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
150,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
151,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
152,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
153,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
154,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
155,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
156,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.890141889681
157,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.88977919277
158,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.88977919277
159,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.88977919277
160,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.88977919277
161,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.88977919277
162,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
163,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
164,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
165,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
166,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
167,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
168,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
169,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
170,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
171,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
172,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.977575152923,-0.91728688636
173,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
174,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
175,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
176,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
177,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
178,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.945743938006,-0.443000962527
